date,campaign_name,country,spend,impressions,clicks,installs
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MH,725,8,1,2
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MQ,25,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MR,117,9,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MU,2578,38,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,YT,30,3,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MX,12967,141,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MN,188,9,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MA,2284,190,1,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MZ,787,32,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MM,4145,119,6,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NA,240,6,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NR,8,3,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NP,10746,1089,13,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NC,45,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NI,5989,27,4,2
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NE,230,17,1,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,NG,84075,1299,70,12
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,MP,121,9,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,OM,3687,157,2,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PK,27403,2966,20,13
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PW,3,2,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PS,92,8,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PA,622,5,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PG,670,23,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PY,301,14,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PE,2124,50,2,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PH,64306,1018,54,13
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,PR,5348,40,1,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,QA,2431,160,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,CG,867,4,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,RE,125,2,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,RW,96,13,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,LC,16,3,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,VC,41,3,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,WS,419,8,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,ST,12,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SA,29410,1670,6,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SN,206,22,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SC,61,10,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SL,762,25,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SX,0,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SB,207,7,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SO,2841,205,3,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,ZA,9810,172,3,2
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,KR,1242,20,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SS,575,28,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,LK,22392,1027,27,5
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SH,21,2,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SR,943,22,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SZ,192,12,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,SY,2033,287,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TJ,0,2,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TZ,364,24,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TL,725,14,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TG,20,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TO,56,7,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TT,665,23,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TN,1025,106,1,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TR,2456,159,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TC,64,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,TV,4,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,UG,41,10,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,AE,8360,288,1,2
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,VI,28,1,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,UY,61,6,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,UZ,222,35,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,VU,36,2,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,VE,4456,71,6,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,VN,4731,249,1,1
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,YE,57,14,0,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,ZM,5051,83,3,
2026-07-04,Cardia_Global-ExcludeUS_Auto_Roas_030726_Creative_CAR_A6_UGC_H2_EN_Campaign2,ZW,3053,23,5,
2026-07-05,Cardia_Roas_India_280626_Mass,IN,0,0,0,
2026-07-05,Cardia_Global_Auto_Roas_280626_Diabetes,CM,0,0,0,1
2026-07-05,Cardia_Africa_Auto_Roas_010726_Diabetes,CD,0,0,0,1
2026-07-05,Cardia_Africa_Auto_Roas_010726_Diabetes,KE,0,0,0,1
2026-07-05,Cardia_India_Auto_Roas_010726_All_Creative,IN,377197,25306,703,129
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AF,380,50,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,DZ,1702,151,3,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AS,6,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AO,1131,8,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AG,27,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AR,809,8,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AM,2778,8,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AZ,79,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BH,287,18,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BD,13629,754,16,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BJ,562,4,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BT,518,13,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BO,19,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BW,688,4,1,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BN,11,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BF,278,2,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BI,668,6,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KH,922,36,1,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CM,872,6,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CV,61,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CF,15,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TD,163,6,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CN,5,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CO,66,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KM,7,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CR,11,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CY,17,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CD,1473,10,4,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,DO,651,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,EC,312,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,EG,124,24,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SV,11,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GQ,6,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ET,9185,156,14,5
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,FJ,165,13,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GM,3,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GE,108,7,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GH,5067,26,3,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GU,7,3,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GT,65,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GN,3045,11,4,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GW,5,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,GY,31,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,HT,97,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,HN,17,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ID,6847,196,11,5
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,IQ,1333,37,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,IL,264,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CI,1079,8,1,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,JM,77,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,JO,56,5,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KE,1749,57,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KW,790,49,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KG,0,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LA,1977,7,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LB,35,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LS,131,1,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LR,225,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LY,221,17,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MO,163,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MG,114,3,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MW,989,14,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MY,2715,67,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MV,120,14,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ML,2708,6,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MH,3,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MU,868,14,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MX,513,8,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MN,124,5,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MA,882,47,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MZ,44,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MM,961,28,3,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,NA,211,3,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,NR,2,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,NP,7815,286,5,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,NC,61,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,NG,27051,274,15,4
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,MP,401,3,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,OM,206,19,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PK,9597,1066,9,3
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PS,7,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PG,1174,10,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PY,34,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PE,1582,6,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PH,27724,281,35,6
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,PR,191,3,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,QA,363,31,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,CG,8,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,RE,25,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,RW,183,5,1,2
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,WS,17,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SA,4151,310,2,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SN,175,7,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SC,2,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SO,757,48,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ZA,1862,26,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,KR,401,8,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SS,843,6,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,LK,8378,369,16,5
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SZ,1,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,SY,1374,36,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TZ,274,4,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TL,8,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TG,10,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TO,34,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TT,43,2,1,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TN,680,34,2,1
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TR,1050,13,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,UG,32,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AE,855,40,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,UY,266,1,1,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,UZ,55,6,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VU,8,1,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VE,4164,8,2,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VN,1175,43,1,2
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,YE,5,2,0,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ZM,1800,23,4,
2026-07-05,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ZW,167,1,0,
2026-07-05,Cardia_India_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,IN,257015,17100,306,69
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AF,152,24,1,1
2026-07-05,Cardia_Global_Auto_Roas_020726_All,DZ,815,81,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AO,51,2,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AR,93,1,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AM,136,4,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AW,196,1,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,AU,6422,15,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BH,173,10,1,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BD,4231,360,2,1
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BB,268,2,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BZ,63,2,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BJ,65,3,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BT,6,3,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BW,150,7,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BR,596,13,1,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,BI,31,3,1,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,KH,49,6,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,CM,209,4,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,CA,632,5,2,1
2026-07-05,Cardia_Global_Auto_Roas_020726_All,CF,7,1,0,
2026-07-05,Cardia_Global_Auto_Roas_020726_All,CL,174,1,0,
